501,200.16,199.11,3
501,187.63,181.33,2
501,197.39,197.3,3
501,1e+07,1e+07,1
501,198.55,191.37,5
501,197.14,196.31,7
501,199.31,199,4
501,194.5,190.49,4
501,198.16,196.84,3
502,196.83,193.5,3
502,198.68,189.95,3
502,196.31,191.37,6
502,201.22,195.26,5
502,188.27,181.33,2
502,198.8,197.3,2
502,199.11,198.87,6
502,194.26,192.43,3
502,197.76,197.67,6
503,198.87,198.78,4
503,195.67,187.82,3
503,198.38,196.74,6
503,198.27,195.46,3
503,197.67,190.49,3
503,191.37,185.68,2
503,199.12,195.26,3
503,196.84,196.22,4
503,197.3,195.41,8
503,190.62,183.13,2
504,197.24,196.26,5
504,195.46,193.63,4
504,201.35,198.57,4
504,198.27,196.22,4
504,187.82,186.73,3
504,199.12,188.68,2
504,195.38,195.27,6
504,198.87,193.5,8
504,198.23,190.18,3
505,199.82,195.83,2
505,193.63,191.9,6
505,193.13,191.14,5
505,196.22,190.54,4
505,198.57,193.11,4
505,195.41,192.82,5
505,195.26,193.79,6
505,199.26,198.4,4
505,194.96,190.18,3
505,196.54,196.26,3
506,200.56,195.83,7
506,196.26,194.31,5
506,191.9,189.64,2
506,198.38,192.82,5
506,196.69,194.61,5
506,201.88,194.8,2
506,198.35,193.79,2
506,196.82,193.11,3
506,196.11,190.54,3
506,198.4,190.39,6
507,197.71,191.65,3
507,195.27,194.61,6
507,1e+07,1e+07,1
507,201.69,197.8,7
507,197.47,193.93,4
507,195.59,193.79,2
507,191.09,189.64,3
507,200.06,193.05,7
507,197.78,194.78,4
507,197.06,193.19,2
508,196.5,193.05,4
508,199.14,195.99,6
508,200.14,187.25,3
508,195.36,194.8,4
508,194.31,192.82,2
508,193.93,190.39,2
508,198.32,193.79,4
508,199.74,199.21,6
508,197.15,189.64,2
508,197.97,197.36,7
509,195.94,192.8,4
509,188.68,184.03,2
509,194.44,193.05,4
509,193.79,193.12,2
509,199.79,198.76,4
509,199.56,199.27,8
509,1e+07,1e+07,1
509,191.81,190.75,4
509,192.5,187.25,3
509,195.99,193.58,4
510,198.86,198.57,5
510,198.84,196.47,5
510,198.41,196.67,2
510,195.2,193.58,7
510,1e+07,1e+07,1
510,199.27,195.58,4
510,198.76,198.1,2
510,190.77,190.75,5
510,199.72,199.72,4
511,201.85,198.58,4
511,1e+07,1e+07,1
511,196.36,195.26,5
511,198.1,196.06,7
511,198.96,198.57,3
511,192.92,192.65,4
511,196.49,187.84,2
511,192.8,189.34,3
511,199.05,193.05,5
511,196.47,184.91,2
512,198.81,198.51,4
512,198.58,198.2,9
512,198.85,195.28,4
512,198.57,196.06,4
512,1e+07,1e+07,1
512,196.74,190.39,5
512,193.63,185.75,2
512,199.94,196.46,4
512,192.76,184.91,2
512,187.12,185.77,2
513,197.88,193.41,3
513,191.39,188.34,6
513,198.69,196.06,9
513,196.46,192.65,3
513,198.91,198.51,7
513,194.13,193.58,2
513,198.2,192.07,4
513,199.8,198.64,4
513,197.33,196.74,5
514,200.81,196.1,7
514,201.12,198.51,6
514,198.98,196.06,3
514,197.11,195.28,4
514,190.39,184.91,2
514,193.41,189.34,3
514,192.07,190.5,4
514,198.64,196.33,6
514,1e+07,1e+07,1
514,198.43,193.05,6
515,196.06,194.43,4
515,200.54,195.28,3
515,198.44,196.14,5
515,199.64,188.08,3
515,196.33,196.28,6
515,197.27,191.43,2
515,187.25,183.01,2
515,196.33,194.85,6
515,195.55,190.97,4
515,198.51,197.38,6
516,198.55,197.38,3
516,198.37,194.43,5
516,196.1,165.62,2
516,189.07,185.01,4
516,196.28,195.56,4
516,197.21,193.17,4
516,197.7,196.14,4
516,197.85,190.5,3
516,199.87,198.56,7
516,1e+07,1e+07,1
517,196.14,195.97,5
517,197.86,196.57,4
517,1e+07,1e+07,1
517,196.84,194.43,4
517,190.5,189.34,3
517,1e+07,1e+07,1
517,200.34,199.12,7
517,198.56,195.59,6
517,199.08,197.38,7
517,195.57,193.42,3
518,198.16,194.62,2
518,200.65,195.56,4
518,200.47,195.97,6
518,194.85,193.65,7
518,196.57,196.13,4
518,197.38,197.06,7
518,199.11,198.62,4
518,197.36,194.24,5
518,199.12,193.27,5
519,199.06,198.12,4
519,197.06,196.13,5
519,195.97,195.56,3
519,198.68,196.84,4
519,196.08,195.59,7
519,190.68,183.01,2
519,198.22,196.54,5
519,196.34,193.77,3
519,197.75,196.25,6
519,197.6,194.62,4
520,197.24,195.65,7
520,1e+07,1e+07,1
520,196.54,195.59,4
520,202.52,185.31,3
520,203.5,199.49,6
520,196.84,195.56,7
520,194.62,193.77,5
520,199.76,196.52,5
520,197.98,196.13,2
520,196.38,194.43,5
521,199.86,193.77,4
521,199.49,193.42,4
521,198.12,188.32,5
521,200.09,195.59,3
521,198.65,197.22,4
521,200.01,199.62,7
521,192.14,183.01,2
521,195.59,194.24,5
521,195.56,195.1,6
521,195.65,194.81,5
522,194.81,194.24,2
522,200.28,191.64,4
522,196.69,195.46,5
522,197.48,196.52,3
522,202.46,195.59,4
522,199.5,195.28,4
522,195.95,193.77,5
522,198.76,197.72,8
522,198.48,194.43,5
522,194.38,193.42,4
523,200.26,197.72,6
523,200.34,195.1,5
523,198.89,192.85,6
523,195.46,195.28,3
523,198.71,194.43,5
523,198.76,165.62,2
523,196.34,193.77,3
523,198.8,196.58,7
523,197.22,196.52,8
523,1e+07,1e+07,1
524,197.72,192.64,5
524,195.27,194.62,4
524,194.62,193.77,7
524,194.43,193.7,2
524,196.84,193.68,5
524,196.03,194.7,3
524,200.62,198.65,5
524,191.64,191.15,3
524,202.46,200.89,6
524,199.39,192.85,4
525,198.51,196.81,6
525,199.84,197.32,5
525,200.47,198.65,5
525,196.77,195.28,6
525,200.83,198.15,3
525,195.06,192.16,3
525,1e+07,1e+07,1
525,200.05,192.64,2
525,201.62,193.7,5
525,196.15,193.77,6
526,191.15,183.01,3
526,198.65,195.28,5
526,198.15,195.19,4
526,195.4,184.86,2
526,196.81,192.63,4
526,195.27,194.62,4
526,199.09,198.62,7
526,196.65,196.49,7
527,188.45,185.16,3
527,200.22,198.62,3
527,198.56,198.15,7
527,194.47,193.7,3
527,192.42,190.61,2
527,195.47,194.8,6
527,198.85,198,6
527,187.86,185.1,3
527,199.94,197.79,5
528,199.77,193.47,4
528,1e+07,1e+07,1
528,198.15,195.17,3
528,198,197.79,3
528,200.12,197.44,4
528,196.65,194.48,3
528,199.29,197.86,5
528,198.62,195.37,7
528,197.26,196.49,4
528,197.79,192.04,2
529,197.79,196.49,6
529,1e+07,1e+07,1
529,196.73,194.62,6
529,200.63,197.31,2
529,1e+07,1e+07,1
529,197.9,195.86,4
529,198.47,192.64,4
529,196.68,194.48,3
529,197.44,195.31,8
529,197.86,195.37,5
530,194.62,189.67,2
530,193.92,185.33,2
530,198.07,196.16,2
530,192.16,192.04,5
530,194.48,191.53,3
530,197.03,195.86,5
530,198.12,196.49,7
530,200.4,198.08,3
530,194.61,192.64,4
530,193.47,188.29,2
531,198.17,197.23,4
531,199.71,198.81,2
531,197.05,195.11,3
531,195.31,192.04,4
531,195.37,184.86,2
531,199.22,188.62,3
531,198.08,195.37,4
531,196.6,195.86,6
531,199.51,192.94,8
532,199.54,195.19,4
532,201.77,195.37,5
532,196.49,194.57,3
532,198.35,196.49,5
532,197.49,189.38,2
532,199.12,196.08,5
532,198.81,195.11,6
532,197.88,196.53,5
532,192.94,187.71,4
533,193.32,165.62,2
533,186.18,183.05,3
533,1e+07,1e+07,1
533,196.49,195.86,5
533,199.28,195.86,6
533,198.55,196.08,3
533,199.95,199.88,4
533,195.37,195.19,5
533,198.92,195.12,8
533,196.99,191.43,3
534,196.22,193.58,4
534,193.9,192.64,5
534,202.04,195.86,8
534,199.06,195.86,3
534,199.88,199.36,5
534,202.77,189.79,2
534,1e+07,1e+07,1
534,201.68,196.08,6
534,195.71,193.96,4
534,195.61,192.04,3
535,193.87,185.1,2
535,199.36,196.23,5
535,200.05,196.15,7
535,198.49,193.49,3
535,195.59,187.67,5
535,199.39,196.56,3
535,187.97,184.86,3
535,200.56,198.27,4
535,197.75,194.31,5
535,193.58,189.67,4
536,195.48,189.67,4
536,197.57,196.45,4
536,198.27,191.09,2
536,190.93,180.77,3
536,196.15,194.31,5
536,197.89,197.39,5
536,195.63,195.19,5
536,201.09,196.51,2
536,197.43,195.86,3
537,196.45,195.42,3
537,195.86,195.19,3
537,197.05,191.09,3
537,193.99,191.59,4
537,199.05,194.31,4
537,196.65,193.49,3
537,199.35,187.16,3
537,200.24,198.25,4
537,198.37,198.08,6
538,195.19,191.59,3
538,199.22,196.75,4
538,193.85,193.65,7
538,195.45,194.45,5
538,197.06,184.83,2
538,197.01,196.62,5
538,198.96,185.33,4
538,199.23,198.25,5
538,1e+07,1e+07,1
538,1e+07,1e+07,1
539,200.5,195.86,5
539,199.25,195.28,5
539,202.27,191.84,5
539,1e+07,1e+07,1
539,198.01,196.75,4
539,1e+07,1e+07,1
539,196.2,194.45,5
539,1e+07,1e+07,1
539,199.73,198.33,6
539,198.35,197.79,6
540,196.75,195.86,3
540,198.56,184.96,2
540,199.27,196.9,6
540,193.49,190.71,4
